City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Country,Event_gender,Medal
Los Angeles,1984,Rowing,Rowing,pair-oared shell with coxswain (2+),"HERLAND, Douglas John",Men,USA,United States,M,Bronze
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"NORELIUS, Kristine Lee",Women,USA,United States,W,Gold
Los Angeles,1984,Rowing,Rowing,four without coxswain (4-),"TRASK, Keith",Men,NZL,New Zealand,M,Gold
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"FLANAGAN, Jeanne Ann",Women,USA,United States,W,Gold
Los Angeles,1984,Rowing,Rowing,pair without coxswain (2-),"SMITH, Patricia",Women,CAN,Canada,W,Silver
Los Angeles,1984,Rowing,Rowing,pair-oared shell with coxswain (2+),"ABBAGNALE, Giuseppe",Men,ITA,Italy,M,Gold
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"MULLER, Craig",Men,AUS,Australia,M,Bronze
Los Angeles,1984,Rowing,Rowing,four-oared shell with coxswain (4-),"HOLMES, Andrew John",Men,GBR,United Kingdom,M,Gold
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"BATTERSBY, James",Men,AUS,Australia,M,Bronze
Los Angeles,1984,Rowing,Rowing,four-oared shell with coxswain (4-),"LEE, Susan",Women,AUS,Australia,W,Bronze
Los Angeles,1984,Rowing,Rowing,four without coxswain (4-),"O'Brien, Shane",Men,NZL,New Zealand,M,Gold
Los Angeles,1984,Rowing,Rowing,four-oared shell with coxswain (4-),"TANASA-FRICIOIU, Maria",Women,ROU,Romania,W,Gold
Los Angeles,1984,Rowing,Rowing,quadruple sculls without coxswain (4x),"MCLAREN, Timothy",Men,AUS,Australia,M,Silver
Los Angeles,1984,Rowing,Rowing,quadruple sculls with coxswain (4x),"ROHDE, Lisa Diane",Women,USA,United States,W,Silver
Los Angeles,1984,Rowing,Rowing,double sculls (2x),"PANCIC, Zoran",Men,YUG,Yugoslavia,M,Bronze
Los Angeles,1984,Rowing,Rowing,four without coxswain (4-),"FORNEY, Alan Michael",Men,USA,United States,M,Silver
Los Angeles,1984,Rowing,Rowing,quadruple sculls without coxswain (4x),"HAMILTON, Douglas",Men,CAN,Canada,M,Bronze
Los Angeles,1984,Rowing,Rowing,four-oared shell with coxswain (4-),"BACH, Michael",Men,USA,United States,M,Silver
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"TERWILLIGER, John Richard",Men,USA,United States,M,Silver
Los Angeles,1984,Rowing,Rowing,quadruple sculls with coxswain (4x),"RICKON, Kelly Anne",Women,USA,United States,W,Silver
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"TRASCA, Marioara",Women,ROU,Romania,W,Silver
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"IBBETSON, Bruce Bernard",Men,USA,United States,M,Silver
Los Angeles,1984,Rowing,Rowing,four-oared shell with coxswain (4-),"HOLLISTER, Brett",Men,NZL,New Zealand,M,Bronze
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"CORNET, Lynda",Women,NED,Netherlands,W,Bronze
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"EVANS, Michael",Men,CAN,Canada,M,Gold
Los Angeles,1984,Rowing,Rowing,single sculls (1x),"MILLS, Robert",Men,CAN,Canada,M,Bronze
Los Angeles,1984,Rowing,Rowing,quadruple sculls without coxswain (4x),"MONCKTON, Philip",Men,CAN,Canada,M,Bronze
Los Angeles,1984,Rowing,Rowing,single sculls (1x),"GEER, Charlotte Mosher",Women,USA,United States,W,Silver
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"DIACONESCU, Camelia",Women,ROU,Romania,W,Silver
Los Angeles,1984,Rowing,Rowing,coxless pair (2-),"IOSUB, Petru",Men,ROU,Romania,M,Gold
Los Angeles,1984,Rowing,Rowing,single sculls (1x),"ROSCA-RASILA, Valeria",Women,ROU,Romania,W,Gold
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"POPA, Ion",Men,AUS,Australia,M,Bronze
Los Angeles,1984,Rowing,Rowing,pair without coxswain (2-),"PUSCATU-ARBA, Rodica",Women,ROU,Romania,W,Gold
Los Angeles,1984,Rowing,Rowing,quadruple sculls without coxswain (4x),"WIEDENMANN, Dieter",Men,FRG,West Germany,M,Gold
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"GRAVES, Carolyn Brand",Women,USA,United States,W,Gold
Los Angeles,1984,Rowing,Rowing,pair without coxswain (2-),"VOLKNER, Iris",Women,FRG,West Germany,W,Bronze
Los Angeles,1984,Rowing,Rowing,quadruple sculls with coxswain (4x),"SOROHAN-MINEA, Anisoara",Women,ROU,Romania,W,Gold
Los Angeles,1984,Rowing,Rowing,quadruple sculls without coxswain (4x),"LOVRICH, Anthony",Men,AUS,Australia,M,Silver
Los Angeles,1984,Rowing,Rowing,four-oared shell with coxswain (4-),"KIEFER, Thomas Nisbit",Men,USA,United States,M,Silver
Los Angeles,1984,Rowing,Rowing,quadruple sculls without coxswain (4x),"HEDDERICH, Albert",Men,FRG,West Germany,M,Gold
Los Angeles,1984,Rowing,Rowing,quadruple sculls with coxswain (4x),"OANCIA, Ecaterina",Women,ROU,Romania,W,Gold
Los Angeles,1984,Rowing,Rowing,four-oared shell with coxswain (4-),"LAWTON, Kevin",Men,NZL,New Zealand,M,Bronze
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"CRAWFORD, Dean",Men,CAN,Canada,M,Gold
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"BEARD, Elizabeth Ann",Women,USA,United States,W,Gold
Los Angeles,1984,Rowing,Rowing,pair without coxswain (2-),"BECKER, Ellen",Women,FRG,West Germany,W,Bronze
Los Angeles,1984,Rowing,Rowing,four-oared shell with coxswain (4-),"GREY-GARDNER, Robyn",Women,AUS,Australia,W,Bronze
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"STEELE, Paul",Men,CAN,Canada,M,Gold
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"NEUFELD, Kevin",Men,CAN,Canada,M,Gold
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"LAURIJSEN, Martha",Women,NED,Netherlands,W,Bronze
Los Angeles,1984,Rowing,Rowing,double sculls (2x),"LEWIS, Bradley Alan",Men,USA,United States,M,Gold
Los Angeles,1984,Rowing,Rowing,pair-oared shell with coxswain (2+),"POPESCU, Dimitrie",Men,ROU,Romania,M,Silver
Los Angeles,1984,Rowing,Rowing,double sculls (2x),"ENQUIST, Paul N.",Men,USA,United States,M,Gold
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"TURNER, Patrick",Men,CAN,Canada,M,Gold
Los Angeles,1984,Rowing,Rowing,four-oared shell with coxswain (4-),"LAVRIC, Florica",Women,ROU,Romania,W,Gold
Los Angeles,1984,Rowing,Rowing,quadruple sculls without coxswain (4x),"DURSCH, Michael",Men,FRG,West Germany,M,Gold
Los Angeles,1984,Rowing,Rowing,four without coxswain (4-),"JESSEN, Michael",Men,DEN,Denmark,M,Bronze
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"THORSSNESS, Kristen Joy",Women,USA,United States,W,Gold
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"IOJA, Viorica",Women,ROU,Romania,W,Silver
Los Angeles,1984,Rowing,Rowing,coxless pair (2-),"TOMA, Valer",Men,ROU,Romania,M,Gold
Los Angeles,1984,Rowing,Rowing,quadruple sculls with coxswain (4x),"BADEA, Ioana",Women,ROU,Romania,W,Gold
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"VAANDRAGER, Willemientje",Women,NED,Netherlands,W,Bronze
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"PLESCA, Aurora",Women,ROU,Romania,W,Silver
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"ARMASESCU, Mihaela",Women,ROU,Romania,W,Silver
Los Angeles,1984,Rowing,Rowing,four-oared shell with coxswain (4-),"BRAIN, Marilyn",Women,CAN,Canada,W,Silver
Los Angeles,1984,Rowing,Rowing,double sculls (2x),"CROIS, Dirk",Men,BEL,Belgium,M,Silver
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"THREDGOLD, Gavin",Men,AUS,Australia,M,Bronze
Los Angeles,1984,Rowing,Rowing,four-oared shell with coxswain (4-),"IOJA, Viorica",Women,ROU,Romania,W,Gold
Los Angeles,1984,Rowing,Rowing,quadruple sculls without coxswain (4x),"HORMANN, Raimund",Men,FRG,West Germany,M,Gold
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"O'STEEN, Shyril",Women,USA,United States,W,Gold
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"KEELER, Kathryn Elliott",Women,USA,United States,W,Gold
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"BAZON, Adriana",Women,ROU,Romania,W,Silver
Los Angeles,1984,Rowing,Rowing,quadruple sculls with coxswain (4x),"GILDER, Virginia Marie",Women,USA,United States,W,Silver
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"SUDDUTH, Andrew Hancock",Men,USA,United States,M,Silver
Los Angeles,1984,Rowing,Rowing,four-oared shell with coxswain (4-),"STILLINGS, John Stuart",Men,USA,United States,M,Silver
Los Angeles,1984,Rowing,Rowing,four without coxswain (4-),"NIELSEN, Lars",Men,DEN,Denmark,M,Bronze
Los Angeles,1984,Rowing,Rowing,eight with coxswain (8+),"WILLOUGHBY, Timothy",Men,AUS,Australia,M,Bronze
Los Angeles,1984,Rowing,Rowing,pair-oared shell with coxswain (2+),"DI CAPUA, Giuseppe",Men,ITA,Italy,M,Gold
Los Angeles,1984,Rowing,Rowing,four-oared shell with coxswain (4-),"TREGUNNO, Jane",Women,CAN,Canada,W,Silver
Los Angeles,1984,Sailing,Sailing,fleet/match race keelboat open (Soling),"FOGH, Hans Marius",Men,CAN,Canada,X,Bronze
Los Angeles,1984,Sailing,Sailing,Tornado - Multihull,"SMYTH, Randy",Men,USA,United States,X,Silver
Los Angeles,1984,Sailing,Sailing,Tornado - Multihull,"ANDERSON, John Scott",Men,AUS,Australia,X,Bronze
Los Angeles,1984,Sailing,Sailing,flying dutchman,"MCKEE, Jonathan Dunn",Men,USA,United States,X,Gold
Los Angeles,1984,Sailing,Sailing,470 - Two Person Dinghy,"STEINFELD, Hans Christopher",Men,USA,United States,M,Silver
Los Angeles,1984,Sailing,Sailing,two-person keelboat open (Star),"ERICKSON, Steven Richard",Men,USA,United States,X,Gold
Los Angeles,1984,Sailing,Sailing,470 - Two Person Dinghy,"PILLOT, Luc",Men,FRA,France,M,Bronze
Los Angeles,1984,Sailing,Sailing,board (windglider),"VAN DEN BERG, Stephan",Men,NED,Netherlands,M,Gold
Los Angeles,1984,Sailing,Sailing,two-person keelboat open (Star),"PERABONI, Alfio",Men,ITA,Italy,X,Bronze
Los Angeles,1984,Sailing,Sailing,board (windglider),"KENDALL, Anthony Bruce",Men,NZL,New Zealand,M,Bronze
Los Angeles,1984,Sailing,Sailing,fleet/match race keelboat open (Soling),"ADLER, Daniel",Men,BRA,Brazil,X,Silver
Los Angeles,1984,Sailing,Sailing,fleet/match race keelboat open (Soling),"DAVIS, Roderick Hopkins",Men,USA,United States,X,Gold
Los Angeles,1984,Sailing,Sailing,single-handed dinghy (Finn),"NEILSON, Terence",Men,CAN,Canada,M,Bronze
Los Angeles,1984,Sailing,Sailing,Tornado - Multihull,"TIMMS, Christopher",Men,NZL,New Zealand,X,Gold
Los Angeles,1984,Sailing,Sailing,flying dutchman,"ALLAM, Peter Frank",Men,GBR,United Kingdom,X,Bronze
Los Angeles,1984,Sailing,Sailing,two-person keelboat open (Star),"GORLA, Giorgio",Men,ITA,Italy,X,Bronze
Los Angeles,1984,Sailing,Sailing,single-handed dinghy (Finn),"BERTRAND, John Joseph",Men,USA,United States,M,Silver
Los Angeles,1984,Sailing,Sailing,470 - Two Person Dinghy,"PEPONNET, Thierry",Men,FRA,France,M,Bronze
Los Angeles,1984,Sailing,Sailing,single-handed dinghy (Finn),"COUTTS, Russell",Men,NZL,New Zealand,M,Gold
Los Angeles,1984,Sailing,Sailing,fleet/match race keelboat open (Soling),"GRAEL, Torben",Men,BRA,Brazil,X,Silver
Los Angeles,1984,Sailing,Sailing,470 - Two Person Dinghy,"BENJAMIN, Stephen Delancey",Men,USA,United States,M,Silver
Los Angeles,1984,Sailing,Sailing,fleet/match race keelboat open (Soling),"CALDER, Stephen",Men,CAN,Canada,X,Bronze
Los Angeles,1984,Sailing,Sailing,two-person keelboat open (Star),"BUCHAN, William E. Sr.",Men,USA,United States,X,Gold
Los Angeles,1984,Sailing,Sailing,Tornado - Multihull,"CAIRNS, Christopher",Men,AUS,Australia,X,Bronze
Los Angeles,1984,Sailing,Sailing,fleet/match race keelboat open (Soling),"TREVELYAN, Edward",Men,USA,United States,X,Gold
Los Angeles,1984,Sailing,Sailing,two-person keelboat open (Star),"MARCOUR, Michael",Men,FRG,West Germany,X,Silver
Los Angeles,1984,Sailing,Sailing,flying dutchman,"BASTET, Evert",Men,CAN,Canada,X,Silver
Los Angeles,1984,Sailing,Sailing,two-person keelboat open (Star),"GRIESE, Joachim",Men,FRG,West Germany,X,Silver
Los Angeles,1984,Sailing,Sailing,Tornado - Multihull,"SELLERS, Rex Samuel",Men,NZL,New Zealand,X,Gold
Los Angeles,1984,Sailing,Sailing,flying dutchman,"BUCHAN, William Carl Jr.",Men,USA,United States,X,Gold
Los Angeles,1984,Sailing,Sailing,fleet/match race keelboat open (Soling),"HAINES, Robert Bentley Jr.",Men,USA,United States,X,Gold
Los Angeles,1984,Sailing,Sailing,fleet/match race keelboat open (Soling),"KERR, John",Men,CAN,Canada,X,Bronze
Los Angeles,1984,Sailing,Sailing,flying dutchman,"MCLAUGHLIN, Terence",Men,CAN,Canada,X,Silver
Los Angeles,1984,Sailing,Sailing,470 - Two Person Dinghy,"MOLINA CARRASCO, Roberto",Men,ESP,Spain,M,Gold
Los Angeles,1984,Sailing,Sailing,fleet/match race keelboat open (Soling),"SENFFT, Ronaldo",Men,BRA,Brazil,X,Silver
Los Angeles,1984,Sailing,Sailing,board (windglider),"STEELE, Randal Scott",Men,USA,United States,M,Silver
Los Angeles,1984,Sailing,Sailing,470 - Two Person Dinghy,"DORESTE, Luis",Men,ESP,Spain,M,Gold
Los Angeles,1984,Sailing,Sailing,flying dutchman,"RICHARDS, Jonathan",Men,GBR,United Kingdom,X,Bronze
Los Angeles,1984,Sailing,Sailing,Tornado - Multihull,"GLASER, Jay",Men,USA,United States,X,Silver
Los Angeles,1984,Shooting,Shooting,25m pistol (30+30 shots),"FOX, Ruby Ellen",Women,USA,United States,W,Silver
Los Angeles,1984,Shooting,Shooting,50m running target (30+30 shots),"BELLINGRODT, Helmut",Men,COL,Colombia,M,Silver
Los Angeles,1984,Shooting,Shooting,50m running target (30+30 shots),"LI, Yu-Wei",Men,CHN,China,M,Gold
Los Angeles,1984,Shooting,Shooting,trap (125 targets),"GIOVANNETTI, Luciano",Men,ITA,Italy,X,Gold
Los Angeles,1984,Shooting,Shooting,10m air rifle (60 shots),"HEBERLE, Philippe",Men,FRA,France,M,Gold
Los Angeles,1984,Shooting,Shooting,10m air rifle (60 shots),"KRONTHALER, Andreas",Men,AUT,Austria,M,Silver
Los Angeles,1984,Shooting,Shooting,50m running target (30+30 shots),"HUANG, Shi-Ping",Men,CHN,China,M,Bronze
Los Angeles,1984,Shooting,Shooting,50m rifle 3 positions (3x20 shots),"HOLMER, Ulrike",Women,FRG,West Germany,W,Silver
Los Angeles,1984,Shooting,Shooting,50m rifle prone (60 shots),"ETZEL, Edward",Men,USA,United States,M,Gold
Los Angeles,1984,Shooting,Shooting,skeet (125 targets),"RASMUSSEN, Ole Riber",Men,DEN,Denmark,X,Silver
Los Angeles,1984,Shooting,Shooting,25m pistol (30+30 shots),"DENCH, Patricia",Women,AUS,Australia,W,Bronze
Los Angeles,1984,Shooting,Shooting,skeet (125 targets),"SCRIBANI ROSSI, Luca",Men,ITA,Italy,X,Bronze
Los Angeles,1984,Shooting,Shooting,50m rifle 3 positions (3x20 shots),"JEWELL, Wanda Rae",Women,USA,United States,W,Bronze
Los Angeles,1984,Shooting,Shooting,25m rapid fire pistol (60 shots),"BIES, Rauno",Men,FIN,Finland,M,Bronze
Los Angeles,1984,Shooting,Shooting,trap (125 targets),"BOZA, Francisco",Men,PER,Peru,X,Silver
Los Angeles,1984,Shooting,Shooting,10m air rifle (40 shots),"GUFLER, Edith",Women,ITA,Italy,W,Silver
Los Angeles,1984,Shooting,Shooting,25m rapid fire pistol (60 shots),"ION, Corneliu",Men,ROU,Romania,M,Silver
Los Angeles,1984,Shooting,Shooting,10m air rifle (60 shots),"DAGGER, Barry Edward",Men,GBR,United Kingdom,M,Bronze
Los Angeles,1984,Shooting,Shooting,trap (125 targets),"CARLISLE, Daniel Thomas",Men,USA,United States,X,Bronze
Los Angeles,1984,Shooting,Shooting,25m rapid fire pistol (60 shots),"KAMACHI, Takeo",Men,JPN,Japan,M,Gold
Los Angeles,1984,Shooting,Shooting,50m rifle prone (60 shots),"BURY, Michel",Men,FRA,France,M,Silver
Los Angeles,1984,Shooting,Shooting,50m pistol (60 shots),"XU, Haifeng",Men,CHN,China,M,Gold
Los Angeles,1984,Shooting,Shooting,50m rifle 3 positions (3x40 shots),"COOPER, Malcolm Douglas",Men,GBR,United Kingdom,M,Gold
Los Angeles,1984,Shooting,Shooting,25m pistol (30+30 shots),"THOM, Linda",Women,CAN,Canada,W,Gold
Los Angeles,1984,Shooting,Shooting,50m rifle 3 positions (3x40 shots),"NIPKOV, Daniel",Men,SUI,Switzerland,M,Silver
Los Angeles,1984,Shooting,Shooting,10m air rifle (40 shots),"WU, Xiao-Xuan",Women,CHN,China,W,Bronze
Los Angeles,1984,Shooting,Shooting,50m pistol (60 shots),"WANG, Yifu",Men,CHN,China,M,Bronze
Los Angeles,1984,Shooting,Shooting,50m pistol (60 shots),"SKANÄKER, Ragnar",Men,SWE,Sweden,M,Silver
Los Angeles,1984,Shooting,Shooting,50m rifle 3 positions (3x20 shots),"WU, Xiao-Xuan",Women,CHN,China,W,Gold
Los Angeles,1984,Shooting,Shooting,50m rifle prone (60 shots),"SULLIVAN, Michael",Men,GBR,United Kingdom,M,Bronze
Los Angeles,1984,Shooting,Shooting,skeet (125 targets),"DRYKE, Matthew Alexander",Men,USA,United States,X,Gold
Los Angeles,1984,Shooting,Shooting,50m rifle 3 positions (3x40 shots),"ALLAN, Alister Millar",Men,GBR,United Kingdom,M,Bronze
Los Angeles,1984,Shooting,Shooting,10m air rifle (40 shots),"SPURGIN, Karen Patricia",Women,USA,United States,W,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"HOU, Yu-Zhu",Women,CHN,China,W,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"CHISHOLM, Linda Rae",Women,USA,United States,W,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"LIANG, Yan",Women,CHN,China,W,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"ZHOU, Xiao-Lan",Women,CHN,China,W,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"BEAUPREY, Jeanne Marie",Women,USA,United States,W,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"WOODSTRA, Susan Jean",Women,USA,United States,W,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"LANG, Ping",Women,CHN,China,W,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"DE LUIGI, Guido",Men,ITA,Italy,M,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"CROCKETT, Rita Louise",Women,USA,United States,W,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"REBAUDENGO, Piero",Men,ITA,Italy,M,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"ODAKA, Emiko",Women,JPN,Japan,W,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"EGAMI, Yumi",Women,JPN,Japan,W,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"TIMMONS, Steve Dennis",Men,USA,United States,M,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"ZHANG, Rong-Fang",Women,CHN,China,W,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"LAMPARIELLO NETO, Domingo",Men,BRA,Brazil,M,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"BUCK, Craig Werner",Men,USA,United States,M,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"VECCHI, Paolo",Men,ITA,Italy,M,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"ISHIDA, Kyoko",Women,JPN,Japan,W,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"DAMETTO, Giancarlo",Men,ITA,Italy,M,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"ZHENG, Mei-Zhu",Women,CHN,China,W,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"SUGIYAMA, Kayoko",Women,JPN,Japan,W,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"GREEN, Deborah",Women,USA,United States,W,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"SU, Huijuan",Women,CHN,China,W,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"MITSUYA, Yuko",Women,JPN,Japan,W,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"RIBEIRO, Amauri",Men,BRA,Brazil,M,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"RUDDINS, Kimberly Grace",Women,USA,United States,W,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"MARLOWE, Christian",Men,USA,United States,M,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"DUWELIUS, Richard Lloyd",Men,USA,United States,M,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"LANFRANCO, Giovanni",Men,ITA,Italy,M,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"FREIRE, Marcus",Men,BRA,Brazil,M,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"YANG, Xiao-Jun",Women,CHN,China,W,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"SAUNDERS, David Patrick",Men,USA,United States,M,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"WALDIE, Mark",Men,USA,United States,M,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"KAGABU, Yoko",Women,JPN,Japan,W,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"RIBEIRO, Antonio",Men,BRA,Brazil,M,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"WEISHOFF, Paula Jo",Women,USA,United States,W,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"JIANG, Ying",Women,CHN,China,W,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"NEGRI, Marco",Men,ITA,Italy,M,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"ZHU, Ling",Women,CHN,China,W,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"DE AVILA, Fernando",Men,BRA,Brazil,M,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"BERZINS, Aldis Imants",Men,USA,United States,M,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"YANG, Xi-Lan",Women,CHN,China,W,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"LI, Yan-Jun",Women,CHN,China,W,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"CARVALHO DA SILVA, William Carvalho",Men,BRA,Brazil,M,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"CAMPOS NASCIMENTO, Rui",Men,BRA,Brazil,M,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"OTANI, Sachiko",Women,JPN,Japan,W,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"HIRO, Norie",Women,JPN,Japan,W,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"OLIVEIRA NEGO, Mario Xando",Men,BRA,Brazil,M,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"ERRICHIELLO, Giovanni",Men,ITA,Italy,M,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"SALMONS, Steven Edward",Men,USA,United States,M,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"MAGERS, Rose Mary",Women,USA,United States,W,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"BECKER, Carolyn Marie",Women,USA,United States,W,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"RAJZMAN, Bernard",Men,BRA,Brazil,M,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"VULLO, Fabio",Men,ITA,Italy,M,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"POWERS, Patrick Robert",Men,USA,United States,M,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"DVORAK, Douglas Scott",Men,USA,United States,M,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"DAL ZOTTO, Renan",Men,BRA,Brazil,M,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"VOLLERTSEN, Julie J.",Women,USA,United States,W,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"FLACHMEIER, Laura Jean",Women,USA,United States,W,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"BERTOLI, Franco",Men,ITA,Italy,M,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"HIROSE, Miyoko",Women,JPN,Japan,W,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"SUNDERLAND, Paul Benedict",Men,USA,United States,M,Gold
Los Angeles,1984,Volleyball,Volleyball,volleyball,"NAKADA, Kumi",Women,JPN,Japan,W,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"MONTANARO, Jose",Men,BRA,Brazil,M,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"LUCCHETTA, Pier Paolo",Men,ITA,Italy,M,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"LUCCHETTA, Andrea",Men,ITA,Italy,M,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"MIYAJIMA, Keiko",Women,JPN,Japan,W,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"ROCHA REZENDE, Bernardo Rocha",Men,BRA,Brazil,M,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"DALL'OLIO, Grancesco",Men,ITA,Italy,M,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"MORITA, Kimie",Women,JPN,Japan,W,Bronze
Los Angeles,1984,Volleyball,Volleyball,volleyball,"HYMAN, Flora Jean",Women,USA,United States,W,Silver
Los Angeles,1984,Volleyball,Volleyball,volleyball,"KIRALY, Charles",Men,USA,United States,M,Gold
Los Angeles,1984,Weightlifting,Weightlifting,"90 - 100kg, total (first-heavyweight)","MILSER, Rolf",Men,FRG,West Germany,M,Gold
Los Angeles,1984,Weightlifting,Weightlifting,"100 - 110kg, total (heavyweight)","CARLTON, Guy Albert",Men,USA,United States,M,Bronze
Los Angeles,1984,Weightlifting,Weightlifting,"82.5 - 90kg, total (middle-heavyweight)","MERCER, David",Men,GBR,United Kingdom,M,Bronze
Los Angeles,1984,Weightlifting,Weightlifting,"60 - 67.5kg, total (lightweight)","SOCACI, Andrei",Men,ROU,Romania,M,Silver
Los Angeles,1984,Weightlifting,Weightlifting,"67.5 - 75kg, total (middleweight)","CIOROSLAN, Dragomir",Men,ROU,Romania,M,Bronze
